text_id,div_name,heading,segment_text,Zuschreibung der Vorschrift,Philosophische Vorbetrachtung,Datierung der Probenahme,Ort der Probenahme,Art der Erde,Art der Probenahme,Aufteilung der Erde,Fundort der Erde,Imprägnation der Erde,Extraktion,Eindampfen,Bezeichnung des ausgelaugten Salzes,Weiterverarbeitung Erdsalz,Weiterverarbeitung der Mischung von Spiritus und Sal volatile,Sal Volatile extra gewinnen,Extraktion Sal Fixum,Nasser und trockener Weg,Zusammenfügung von zwei Prinzipien,Zusammenfügung der drei Prinzipien,Bezeichnung des Lösungsmittels,Salz mit Gold und Silber zusammenschmelzen,Auflösung von Gold,Beschreibung des Athanors,Erzeugung des Rubinkorns,Bezeichnung des Rubinkorns,Weiterer Syntheseschritt,Zwischenanalyse,Multiplikation,Fermentation,Projection
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Zum andern de Sale volatili.,"Thue 6 Pf. Erden in ein beschlagene Retorten
        procedire mit distilliren in allem wie vor mit dem Nitro, und calcinirter Erden beschehen so
        wird mit dem Spiritu ein flüchtiges Sal in einem dunklen Dunst herüber gehen; im Fall im Hals
        sich etwas weisses vom flüchtigen Sale anhängte so thue solches Sal (wann alles wol nach der
        distillation worden) zu dem Spiritu. Nota, in dieser Distillation muß kein Wasser
        vorgeschlagen werden dann die Erde selbst ihr eygene Feuchtigkeit hat darinnen sich die
        Spiritus können niderschlagen; Dieser Distillationen müssen so viel geschehen biß der ander
        Theil der Erden (supra reservata) gantz verbraucht ist: Das [CZ: Caput mortuum] colcothar,
        oder caput mortuum conserva ad partem diligenter pro extractione salis fini, de quo paulo
        infra tractabitur. Omnes supradictos distillationis spiritus, und [CZ: Salz] volatilis sume ex
        curcubita, und distillentur in balneo ad abstrahendum phlegma; dein distilla, und rectifica
        spiritus in arena distilla, recipiente, und juncturis probe occlusis. Hi spiritus NB. gehören
        nicht zu diesem Werck debent autem servari ad partem, quia ad alios usus conducunt.  Caput mortuum, quod in fundo remansetat cucurbitae, imponatur alteri minori cucurbitae, und
        caeco imposito alembico, juncturae peroptime obdurentur: dein posita in arena, forti [CZ:
        Feuer]e urge, und tunc sublimabitur Sal volatile in alembici lateribus ad instar nivis. In
        fundo remanet terra leviscula, hoc accipiatur ad partem. Sal volatile, quod ascenderat, iterum
        per se sublima und iterentur (quamdiu opus est) sublimationes, ut nullae prorsus faeces sali
        adhaereant. Servetur hoc Sal volatile in vase vitreo distincto, und probe occluso extra aeris
        contactum, alioquin resolvitur in [CZ: Wasser].",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aus frischer Erde; 6 Pfund Erde; aus Retorte destillieren; kein Wasser vorlegen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Tertius labor. De Sale fixo.,"Terra residua ex distillatione in fundo manens Retortae calcinetur in igne aperto per 12
        horas, ut sit redacta in cineres; affundatur aqua pluvia destillata calidula, und extrahetur
        in aquam sal fixum, filtra extractionem per inclinationem ademptam: affunde novam aquam
        calidam, usque dum in terra nulla salsedo remaneat extrahenda, quod ex aqua affula, si dulcis
        remanet, observatis, und dignosces: terra haec, quae remanet, vocatur terra maledicta, und
        damnata, hanc abjice, quia nullius est usus in opere. Extractiones omnes filtra, und coagula,
        usque dum fiat crystallinum und purissimum. Et sic labor tertius etiam est absolutus. 234",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"bereits verwendete Erde calcinieren; Extraktion mit Wasser; destilliertes Regenwasser; Extrakt reinigen; Reinigen mit mehrmaligem Lösen, Filtrieren, Koagulieren und Auskristallisieren;",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Trium Salium conjunctio,"[Recipe] Sal fixum und volatile,
        simul junge, affunde spiritum nitri desuper, und simul uniuntur, und resolvuntur in aquam; und
        haec aqua est Mercurius triumphans Philosophorum. Haec aqua resolvit omnia metalla, gemmas und
        c. quia est menstruum universale, und est [CZ: Wasser] pure ignea. Nota pondera. Spiritus
        nitri bis rectificati drachmas cinque. Salis fixi decies purificati per solutionem und
        coagulationem drachmam semis. Salis volatilis bis vel ter rectificati per sublimationem
        reiteratam grana 15. misceantur. Aliam ponderum descriptionem vide in simili de l[iquore]
        minerali sale rubeae terrae, oleo vel [CZ: Gold] potabili solari apud Paracelsum in Thesauro
        Thesaur. fol. mihi 364. his verbis: [Recipe] liquoris mineralis part. 4. Salis rubeae part. 2.
        sulphur solis part 1.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nein;,N/A,"Sal Volatile, Sal Fixum und Spiritus zusammengeben;",Mercurius Triumphans Philosophorum; Menstruum Universale;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Compositio operis universalis.,"[Recipe] Vorgehendes Mercurii und Menstrui universalis philosophici partes decem in einem
        kleinen Kolben darein thue [CZ: Gold] corporis, purgati naturalis, und compacti part. un. [CZ:
        Gold] confestim solvitur in menstruum, und terra quandam videbis post solutionem fundum vasis
        petiisse, quando vas und solutione bene obduratum per biduum vel triduum in moderato calore
        una cum solutione pro digestione collocatum fuerit: tunc exime, und cola durch ein
        Trächterlein in phiolam vitream capacem, ita ut tantum tertia phiolae pars impleatur: Dein
        phiolam hermetice sigilla, und pone in Athanor in die innerste Kugel.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Qualität des Goldes; natürliches Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold löst sich auf; Abfiltrieren; Goldlösung in Phiole überführen; Phiole hermetisch sigillieren;,3 Kugeln; 1. Kugel die größte; 2. Kugel voller Löcher; 3. Kugel Eichenholz;,gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-45 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 40 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; nach Pfauenschwanz grün; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 40-45 Tagen im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: Zeit unbestimmt; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; Rubinkorn ist Linsengroß; 4d: im kompletten Sandbad außen rotes Pulver; 5: rotes Rubinkorn entnehmen;,N/A,N/A,N/A,N/A,N/A,N/A
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Usus Athanoris,"Im Athanor seynd 3 Kugeln die erste ist die größte und ganz. Die
        andere oben auff gelöchert daß der Dampff vom warmen Wasser hindurch tringen möge. Die dritte
        ist die hölzerne eichene Kugel in der innern Kugel beschicht die putrefaction im vaporischen
        [CZ: Feuer] und muß in der innersten Kugel allzeit Wasser seyn so lang die putrefaction durirt
        und wäret: im Fall das [CZ: Wasser] abgehet gießt man ein anders warmes darzu und wäret dieser
        gradus putrefactionis biß 40 und 45 Tag in welchem gradu sich die Schwärtze erzeigt. Wann aber
        die putrefaction vorüber so nimm die hölzerne Kugel hinweg (dann man bedarff zu diesem Werck
        kein Wasser mehr) thue in die andere oben gelöcherte Kugel subtile Aschen setze das Glaß
        darauf nach dem Athanor zu laß die Lanzen oder Feuer temp rate fortgehen daß die Hize nicht
        stärcker sey als daß mans mit einem Finger erleiden möge so werden sich intra dies quadraginta
        omnis generis colores erzeigen pavonis caudae, und sub finem color adinstar viridis. Postea
        Excime ex cineribus vitrum tuum, amove globum perforatum, und cinere inferiore ex parte
        repletum: mitre in primam und majorem Kugel arenam subtilem, impone 235 phiolam arenae, ita ut
        arena contegat materiam in phiola inclusam, occlude athanor: vigora ignem in tali gradu, ut
        digitis calorem sustinere non valeas, und post 40 vel 45 dies apparebit albedo. Prosequere in
        hoc gradu [CZ: Feuer], und post dies alios triginta materia flavescet. Demum mitte phiolam ad
        fundum arenae, und continua ignem, usque dum materia und pulvis rubescat, und in medio granum
        ad instar rubini rubicans magnitude lentis appareat: hoc signum bene observa, quia hoc granum
        est semen [CZ: Gold]lis. Pulverem rubicundum, qui in circuitu hujus grani est, separatim
        accipe, quia non est aptum ad opus, granum autem rubino simile cum magna cautela accipe, und
        conserva, cum hoc grano procedas, ut sequitur.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Goldsamen;,Secunda Compositio;,N/A,N/A,N/A,N/A
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Compositio magni operis.,"[Recipe] hoc granum rubicundum, quod est [CZ: Gold]
        Philosophorum vivum, pondera valde attente und diligenter. Appone partes decem ponderi de
        menstruo Philosophico superius facto, impone phiolae, quae tres partes habeat vacuas, und unam
        partem solum a materia occupatam. Sigilla hermetice, pone in Athanor, und procede, ut
        sequitur. Primo thue das Glaß in Athanor in die eichen Kugel procedir damit wie in der ersten
        Arbeit geschehen und wann innerhalb 40 oder 45 Tagen die Schwärtze kommt so thue die eichene
        Kugel hinweg mit sampt dem Wasser setze das Glaß in die gelöcherte Kugel in cineres in die
        Aschen occlude Athanor spatio x. dierum, apparent omnis generis colores, vel cauda pavonis,
        und sub finem color viridis. Dein remove diese Kugel und mitte arenam in globum primum,
        occlude Athanor, und da ignem usque dum albescat (ut supra,) und post sequentes 30 dies
        ejusdem gradus flavescat. Setze das Glaß endlich zum understen in den Sand gib [CZ: Feuer] so
        lang biß das Pulver schön roth durchsichtig wird: geschicht ungefähr circiter inter 40 Täg
        darnach probier ein wenig auff einem glüenden silbernen Blech obs rauchet oder fliesset ad
        instar cerae, si fumaret, iterum vas pone ad inferiorem partem arenae, usque dum continuato
        und vigorato igne optime sit fixum, und fluat absque fumo.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,auf glühendem Silberblech;,Verhältnis Rubinkorn : Menstruum Universale 1 : 10; im Athanor durch alle Farben; schnellere Wiederholung der ersten Operation; mehrfache Multiplikation; nach 1. Multiplication kann die Tinktur 10 Teile tingieren; jede Multiplikation verzehnfacht die Kraft der Tinktur;,N/A,N/A
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Multiplicatio.,"[Recipe] pul. fix. part. un. menstr. suprad. part. x. impone
        phiolae, subito hermetice sigellitur, ponatur in Athanor, und in globo quercino, spatio 3.
        dierum apparebit nigredo. Dein in sphaera 2da perforata post triduum cauda pavonis usque ad
        viriditatem: demum in ultimo globo in arena intra triduum similiter rubedo. Hic labor, und
        multiplicatio potest bis, ter, usque in infinitum iterari eodem plane labore juxta placitum.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Fermentatio.,"So wird die erste multiplication, so man deß Pulvers 1 thl. auff 10 thl. [CZ: Gold] fein so
        im Fluß stehen muß wirfft und wieder außgiest quod aurum est frangibile brüchig und wanns zu
        kleinem Pulver gestossen wird und alsdann 1 Theil deß 236 zusammengeflossenen Golds auf X.
        thl. Mercurii vulgi, wann er in einem Tigel überm Feuer erwarmet und beginnet zu rauchen,
        injectum statim X partes [CZ: Quecksilber]ii, ex una parte pulveris [CZ: Gold] fermentati
        injecti transmutantur in purum aurum, und in prima multiplicatione una parts 100. in tertia
        vero mille, in 4ta x, millia, in 5ta 100000. centum millia, und sic deinceps. Notandum, quod medicina haec benedicta, vel pulvis rubeus fixus, vel tinctura non debeat
        tota supra fermentum vel corpus auri, sed aliqua pars ejus debet conservari absque fermento,
        ut possit multiplicari in qualitate, quando opus fuerit. Hunc errorem Sendivogius sub
        principium commiserat, quia pulvis semel fermentatus nunquam amplius potest multiplicari.
        Benedict. Un. Trin. DEUS.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,multiplizierte Tinktur und Gold; Verhältnis Tinktur : Gold = 1 : 10; Gold und Tinktur schmelzen; Gold wird brüchig; Gold zu Pulver stoßen;,fermentiertes Goldpulver und Quecksilber; 1 Teil fermentiertes Goldpulver und 10 Teile Quecksilber in Schmelztiegel; Resultat: reines Gold;
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,A5 Praeparatio salis nitri ex terra virginea altera,236 [...],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,"Praeparatio
            salis nitri ex terra virginea altera","Lasset Euch machen etliche Fässer wie die Salpetersieder haben und mit Stöckhölzern und
        Zapffen lasset auch einer Hand hoch fein rein und saubers Strohe fest übereinander auff die
        Stöckhöltzer legen schüttet die Wasser-Fässer voll reiner Erden auß einer reinen feisten
        Laim-Gruben die nicht steinig sondern fein fett ist geust oben darauff rein kaltes Wasser
        allerdings wie es die Salpetersieder machen lasset es 24. t. u. n. darauff stehen damit es das
        reine [CZ: Salz] auß der Erden in sich ziehe darnach lasset das Saltz-Wasser unden beym
        auffgemachten Zapffen langsam abtreiffen in ein anders höltzenes Gefäß und machet solcher
        Erden-Laugen eine gute quantität. Wann nun der selben Laugen eine gute quantität vorhanden so
        lasset sie in einem eingemauerten Kessel einsieden biß der Kessel 8. oder 10. mahl wol
        eingesotten. Notandum, damit niemahlen über den halben Theil des Kessels gute Laugen übrig zu
        verletzen so schöpffet man die Laug herauß in einen andern Kessel der in die frische kalte
        Erden soll eingegraben seyn und lästs also etlich Tag kühl und unbewegt stehen so wächst das
        reine Erd-Salz im Kessel an wie ein anders nitrum; dasselbige muß man folgends mit solviren
        coaguliren und so offt reinigen und läutern biß es schön durchsichtig und cristallisch worden
        das heisset dann Sal nitri terrae Philosophorum [CZ: Salpeter] nostrum, welches in mari der
        Welt schwebet das Wasser so die Händ nicht netzet ohne welches in der Welt nichts gebohren
        oder gezeuget werden kan. Und also habt ihr das Secretum omnium Philosophorum in euren Händen
        und die Brunnquell oder arcam in naturae, darinnen der obengemeldete Spiritus naturae und
        mundi universalis häuffig verborgen stecket darauß Leben und Gesundheit herfleust; proinde, ut
        inferius latius.",N/A,N/A,N/A,Lehmgrube;,fette Erde;,ohne Steine;,N/A,N/A,N/A,Holzfass; wie Salpetersieder; Fass mit Stellhölzern; Fass mit Zapflöchern; Stroh auf die Stellhölzer; kaltes Wasser; 24 Tage stehen lassen;,Kessel; Sieden; Wiederholung 8-10 Mal; Nach Einsieden stehen lassen; Salz kristallisiert aus; Salz wird gereinigt;,"Sal nitri terrae Philosophorum; Wasser, dass die Hände nicht netzt; Secretum omnium Philosophorum;",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,Modo intrabimus laboratorium chymicum.,"Dieses unser [CZ: Salz] nitri, terrae
        virgineae, ob es wol dem Ansehen nach nur ein Ding zu seyn scheinet hat es 3. unterschiedliche
        salia in sich dann vor sich selbsten ist es ein köstlich und Philosophisches [CZ: Salpeter]
        darinnen der Spiritus mundi steckt nicht gar fix sondern mittelmäßiger Natur. Zum Andern hat
        es in sich ein Sal armoniacum oder vola- 237 tile. Zum Dritten steckt auch in ihm ein Sal
        alcali oder Sal fixum. Also ist es dreyerley und imitirt seinen Schöpffer in diesem Puncto,
        welches alles mediante [CZ: Feuer]te in praeparatione sequenti modo instituenda manifestatur.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,Praeparatio Spiritus und salis volatilis e sale Nitri nostro.,"[Recipe]. Salis nostro lib un pulveriza subtiliter, tenere, und misch darunter 3 thl. vel
        libras propriae suae terrae, exqua sal extractum fuit: haec porro terra post salis
        extractionem debet in furno figuli bene calcinari, macht hernach aus der Erden und dem Saltz
        Kügelein darauß cum inspersione tantillum aquae destillatae purissimae, desiccentur bene,
        imponantus retortae forti fictili per gradus ignis in recipientem, in quo prius sit imposita
        aquae destillatae libra una, quando spiritus transiverint, sub finem vigorabis ignem
        vehementius, und sublimabitur sal volatile partim in recepiente, partim in collo retortae.
        Sine refrigescere vasa und fornacem. Misce spiritus, und sal volatile, quod sublimatum est in
        recepientem. Iterato accipe nitro nostri lib. un. und terrae nostrae desiccatae, und bene
        calcinatae lib. tres. Iterum destillata, und repete also viel Bränd als du wilt. Et collige
        spiritum destillatum, und sal volatile insimul dilligenter. Capita mortua similiter, serva ad
        partem omnia pro ulteriori usu. Spiritus omnes und totum sal volatile permixta impone in
        cucurbita salis capaci: separa phlegma in balneo leni a spiritibus: phlegma serva ad partem:
        Deinde cucurbitam pone in cineribus, vel arena, rectificata distillando spiritus per
        alembicum, und hanc rectificationem in cineribus reitera aliquotes: conserva spiritus
        rectificatos in vase amplo tantum ad medietatem pleno, und bene orificio occluso pone ad locum
        frigidum. Sal volatile, quod in fundo remansit cucurbitae, in qua rectificationes sunt factae,
        sublimetur igne fortiore in cineribus, vel arena; sublimatio per se reiteretur aliquotes,
        usque dum nullas post se faeces derelinquat. Hunc salem sublimatum in vitro probe occluso
        serva in loco calido.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; Verhältnis Erdsalz zu Erde 1:3; mit etwas destillierten Wasser; Kugeln herstellen; Mischung in Retorte geben; in Vorlage Wasser; 1 Pfund Wasser; destilliertes Wasser; per Gradus destillieren; Spiritus geht über; Sal volatile geht über; Spiritus und Sal volatile vermischen; vermischter Spiritus und Sal volatile in Gefäß gut verschlossen; Mischung aus Spiritus und Sal volatile warm lagern;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,Praeparatio [CZ: Salz] fixi.,"Accipe capita mortua omnia, calcinentur iterum valido igne in furno figuli vellaterum,
        usque dum redacta sint in cineres. Exinde per [CZ: Wasser] distillatam calidam extrahe totum
        [CZ: Salz] fixum, purificetur solvendo, filtrando, coagulando ad summum puritatis gradum.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"bereits verwendete Kugeln calcinieren; calcinierte Kugeln zermörsern; Extraktion mit Wasser; destilliertes warmes Wasser; Extrakt reinigen; Reinigen mit mehrmaligem Lösen, Filtrieren, Koagulieren und Auskristallisieren;",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,Sequitur conjunctio trium principiorum Philosophice praeparatorum,"Hactenus habuistis corpus animam, und spiritum benedicti nostri lapidis, separata, und
        unumquodque horum seorsim per se in tali gradu tam perfecto, und eminente, ad quem in praevia
        hacce praeparatione per artem pyrotechniae potuit perduci, und a suis heterogeneis, und
        annexis maledictionibus primordiablibus liberari. In subquentibus 238 laboribus tria principa
        depurata perfectissime reunietur; und ex tribus unum denuo per artem constituetur, hoc modo:
        In nomine Domine Jehova; [Recipe] tuum volatilem und fixum salem, quantum hujus confectisti,
        con ungantur, und misceantur, und pulverizentur in minutissimum pulverem; deinde pone in
        cucurbita ampla satis und alta, und guttatim superaffunde purificatum superius spiritum nitri
        nostri paulatim, obduretur optime imposito caeco alembico orificium, und juncturae
        cucurbitae,und ponatur ad digestionem lenem, und haec tria principia amicabiliter reunietur,
        und efficientur una aqua. Quodsi in hac aqua 3 principiorum resolutorum faeces adhuc quaepiam,
        vel terra albicans ad vasis fundum dimisisse conspicerentur, hanc terram faecesque cum
        diligentia magna ab [CZ: Wasser] separabis. Tunc in secreto cordis tui laetere, und benedic
        altissimum noctu diuque, quod ad ralem terminum labores tuos deducere benigne voluerit. Quia
        profecto habes veram und secretissimam totius Philosophiae und naturae clavem, in tua
        potestate manibusque tuis; cum qua clave omnes portas, und seras occlusas omnium metallorum,
        mineralium, gemmarumque, und lapidum, und intrinsecum arcanissimum reconditorium, thesaurumque
        naturae reservare, und aperire pro lubitu poteris. Dann dieses [CZ: Wasser] ist das warhaffte
        Menstruum universale, vera aqua vitae cum qua omnia metalla, und specialiter, aurum
        lubentissime se uniunt, und conjungunt. Aurum enim in hac aqua renovatur, und rejuvenescit ad
        instat aquilae. Hac est illa aqua, welches alle Metall qui in sua compacta als ohnmächtig und
        halb todt seynd wiederumb erquicket und lebendig machet. Haec Aqua est vera Fontina Bernhardi
        Trevisani, darinn sich alle Metalla, absonderlich aber der König gern badet. Es ist ihr rechte
        Mutter von dem sie anfänglich alle herkommen und in dero Leib sie wiederumben mit Freuden
        eingehen und also zum andern Leben wiederumb gebohren werden. Haec Aqua est Basilii, unum, in
        quo omnia in omnibus, alles in allem dann es ist alles weil alles in ihm steckt und alles auß
        ihm herkommt; und weilen es das Esse allen Dingen gibt und auch das verum Esse aller Dinge ist
        also ist es billich Alles. Es ist unsere Philosophische Milch welche durch das Metallische
        coagulum [CZ: Gold] solis dick gemacht und zu einem hartem Philos. Käse wird.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nein;,N/A,"Sal Volatile im Mörser fein reiben; Sal Fixum im Mörser fein reiben; Sal Volatile, Sal Fixum und Spiritus zusammengeben;",Menstruum Universale; das rechte Wasser des Lebens; die rechte Fontina; unsere Philosophische Milch;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,Conjunctio fermenti [CZ: Gold]is cum [CZ: Wasser] nostra,"Dictum est, Rex noster [CZ: Gold] se libenter cum [CZ: Wasser] nostra uniat, und in eadem
        rejuvenescat sicuti aquila. Modus, quo id fieri oportet, in sequentibus exponitur. [Recipe]
        auri purgati und mundi part. un. Nostrae autem superbened. Aquae Mercurialis part. x.
        Imponantur simul conjuncta in cucurbita competentis magnatudinis, und confestim aqua nostra
        [CZ: Gold]em suaviter und naturaliter resolvet. Ponatur per unam diem und noctem bene obdurato
        vitro ad digestionem per se: deinde separa terram, quae in fundo vitri confedit. Reliquam
        solutionem immitte in phiolam vitream fortem tam magnam, uttres partes ejusdem vacuae
        remaneant, und unica solum a materia occupetur, sigille- tur hermetice, und in dei nomine pone in
        Athanor oder Digerir-Offen. Et sub principium administra ignem vaporosum per totum tempus
        putrefactionis, quod intra 40. und 50. dies fieri in opere solet. Deinde mitte phiolam cum
        materia in cineres, und da ignem paulo fortiorem, ut imitetur calorem solis in aestate, und
        per 50. dies hujus gradus diversi colores apparebunt. Dein mitte vitrum in arenam, ita tamen
        ne totum omnino vas arena contegatur, sed paulo minus medietate, und ignis augeatur per alios
        50. dies circa quorum finem apparebit Diana Philos. vel Luna albicans. Sed pulchritudo hujus
        Deae non tantum tibi placeat, ut a labore cesses, quimimo continua hunc gradum ignis, und
        intra 30. dies materia tota flavescet. Postea phiolam sepeli, und cooperias in fundum arenae,
        und magis vigora ignem per 40. dies, und materia tota rubescet. In cujus medio videbitur, und
        invenietur lapis lucidus, Rubini forma, qui est Phaenix noster Philosophicus ignem superans,
        und in illo gaudens, qui ex pulvere circumjacente tanquam pullus tenelius ex testa ovi sui
        prodit, und in forma grani rubini lapilli se conspiciendum exhibebit, und natus erit Rex
        Sanctitatis und thesaurorum. [Recipe] dein hoc granum rubinum und separa illud a residuo
        pulvere rubeo circumjacente, tanquam a suis excrementis, quae in interiore sua radice
        haeserant, latebanque. Und hat sie in dieser pur lautern Nacharbeit die Natur selber (weilen
        es der Kunst unmöglich gewesen) per minima separirt und geschieden. Und habt ihr allhier augenscheinlich zu sehen daß es nicht alles lauter lapis oder Tinctur
        wird was man in der Nacharbeit einsetzet sondern die verständige Natur scheidet nur das
        allerreineste quintum esse davon und lässet die faeces und die Sulphura heterogena ligen
        dieselbe must du hinweg thun das reine rubine granum aber verwahre wol als einen theuren
        Schatz dann es ist das warhaffte höchst-gereinigte Quintum Esse, und Semen Auri: das rechte
        tingirende Gold-Körnlein und ein solches liebliches kräfftiges Füncklein mit welchem ihr ein
        unaußlöschliches [CZ: Feuer] und immerwärenden Reichthumb und Gesundheit auch reinen
        Verstandes anzünden könnet und vermittels wiederholter imbibition und coagulation vermehren
        möget ut sequitur.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Qualität des Goldes; natürliches Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold und Menstruum Universale in Kolben; 24 Stunden Digestion; Gold löst sich auf; Abgießen; Goldlösung in Phiole überführen; Phiole zu zwei Drittel leer; Phiole hermetisch sigillieren;,N/A,gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-50 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 50 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: 40 Tage im kompletten Sandbad; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; 4d: im kompletten Sandbad außen rotes Pulver; 5: rotes Rubinkorn entnehmen;,Goldsamen;,N/A,N/A,N/A,N/A,N/A
