text_id,div_name,segment_id,word_count,full_text
g1a1,A1 Höchster Schatz und Kleinod der Welt,10,198,"Der Spiritum nehmlich im kühlen Keller aufbehalten, das Saltz hingegen an einem warmen Orth. Den zusammen gegoßenen und von dem Sale separierten Spiritum rectificirt mann in Cineribus vel arenas 6 mahl per alembicum, damit er fein suptil und von allen phlegmate erledigt wird, alsdenn demselben sehr wohl verbunden, verdahet in einem großen und starcken Glaß, daß nur die Hälfte damit angefüllt seyn, sonsten zersprengen die Spiritus das Glas gar leichtlich, wo sie nicht Raum genug haben, und das Glas in loco frigido aufgehoben bis zum Gebrauch. 4 Nun muß man nehmen alle Capita mortua von allen Bränden, solche noch einmahl calcinieren mit sehr starcken feuer, in einem Töpfer oder Ziegler Ofen, jedoch aber, daß sie nicht vitrixieren, oder zusammen schmeltzen, etwa in ein Glas. [Mariginalie: NB.] Alsdann selbigen klein gestoßen, und mit destillierten RegenWaßer das sal fixum daraus ziehen, hernach solches auf das allerhöchste reinigen, mit oftmahligen solviren, filtrieren und coaguliren und anschiesen, bis es schön weishell, rein und durchsichtig worden ist, wie ein schöner geläuterter Salpeter, und in der letzten Solution keine feces mehr zurück läßet, dann ist es pur und rein, das verwahret alsdann gleichfalls in einem reinem Glaß, wohlverbunden in loco calido bis zum Gebrauch."
g1a1,A1 Höchster Schatz und Kleinod der Welt,11,58,"Nun folget die Zusammenfügung unserer 3 Prinzipien und verschiedenen Dingen Bisher haben wir, Leib, Seel und Geist unseres gebendeytesten Steines von einander geschieden, und ein jedes absonderlich so hoch als es möglich durch die Kunst von allen Unreinigkeiten und Anfang des Fluchs gereiniget; jetzo wollen nun solche 3 gereinigte Stücke wieder zusammensetzen, und in ein andres Corpus bringen."
g1a1,A1 Höchster Schatz und Kleinod der Welt,12,256,"Nehmet derowegen in dem Nahmen des Herrn Euer flüchtig und fixes Saltz, so viel mann dessen alle zusammen eingefangen , reibt es in einem reinem Glas-Mörscher zum subtilen Pulver, thut es in ein hoch und weites Kolben-Glaß, und gießet alles einseln und ja nicht hauffen weis (welches sonsten großen Schaden brächte, und Gefahr in deme das Glas zerspringen thäte) hinein, den gereinigten Spiritum mundi universalem, et Sale nitri nostri alle nach einander darüber, setzet es den wohl vermacht und verlutirt in eine gelinde Digestion etliche 8 Täge , so werden sich solche gereinigten Principia gar lieblich mit einander vereinigen, und alle 3 zu einem köstlichen Philosophischen Waßer werden, und wäre es Salz, daß es noch einige feces oder weislichte Terram zu Boden fallen läßt, so separiret selbige per Filtrationem darvon, und freuet euch in den Herzen und dancket Gott, wann ihr es soweit gebracht habt. Den jetzt habt ihr den wahren rechten Hauptschlüssel in Händen, mit welchen ihr alle verschloßene Thür und Thore aller Metallen, Mineralien, Edelgesteinen und Perlen aufschließen, und in das allerfeinste fünfte wesen bringen könnet. Den dieses Waßer ist wahrhafftig das wahre Menstruum universale, das rechte Waßer des Lebens, mit dem sich alle Metalle vereinigen, wie Waßer mit Waßer, in sonderheit aber das Gold und Silber, welche sich darinnen verjüngen, wie ein Adler, und gantz neu und kräftiger werden auch herrlicher wieder, auferstehen pp. Es ist die rechte Fontina darinnen sie sich alle, in sonderheit aber der König, zwar baden waschen und reinigen, doch wieder viel herrlicher 5 herauskommen, als sie hinein gegangen."
g1a1,A1 Höchster Schatz und Kleinod der Welt,13,352,"Es ist das Bad ihrer Wiedergeburth, ihre rechte prima materia. pp Nehmet klein gefeilet fein Gold, so auf das allerhöchste fixiret, und 6 oder 7 mahl durch das Antimonium gegoßen , welches dann auch gantz gescheidig unter dem Hammer seyn muß Einen Theil, als nehmlich 1 Loth und unsers philosophischen Mercurial Waßers 10 Theile oder Loth, thuet es zusammen in einen erdnen Scheidkolben ; setzet es 1 Tag und Nacht auf warmen Aschen, so wird das Waßer das Gold von Stund an gantz lieblich und natürlich auflösen, und darinnen so zergehen, gelind auf der Aschen wie Eys in warmen Waßer Sine Strepitu et eoniusione, als dann laßet es noch einen Tag und Nacht also auf linder wärme stehen und scheiden, alsdenn mit gar gelinden Abgiesen die Erden, so sich etwann auf den Grund unten gesetzt darvon; das andere Solutum aber gieset in ein rein starckes Phiol-Gläslein, daß aber 2 Theile davon leer verbleiben, verschmeltzt es auf das beste und setzt es als dann im Nahmen des Herrn in den dazu gehörigen Athanor oder Destillir-Ofen und gebet ihm erstlich ein gelindes vaporisches leuchtes Dampffeuer, so lange die putrefaction, oder schwärtze währt, welches gemeiniglich zwischen; 40-50 tagen sich ereignet, und geschiehet. [Mariginalie: NB] Als denn setzet es in Aschen, gebet ihm ein wenig stärcker feuer, daß das Glas so warm seye, als die sonne mitten im Sommer, so werden sich die folgenden 50 Tage über allerhand farben sehen laßen. [Mariginalie: NB] Hernach setzet es im Sande so tief, daß es oben eines guten Thalers breit blos stehe, so werdet ihr abermahlen in 50 tagen den hellen Philosophischen Mondschein, oder die Edle schöne Dianam, in einen schnee weisen silber stück zu sehen bekommen, laßet euch aber solche der Diana ihre wunderbahre Schönheit nicht zu sehr gefallen, und halt mit den Laboribus nicht ein, sondern consumiret Eure gradum ignis, so wird in dem Glas die Materia in 30 tagen alle gelb werden, alsden vergrabet das Glas gantz hinnunter in dem Sand, und gebet ihm ein ziemlich, starck feuer so wird es in 40 Tagen gantz roth werden, und in der Mitten ein hellleuchtendes Blutrothes Rubin-Korn liegen."
g1a1,A1 Höchster Schatz und Kleinod der Welt,14,297,"Das ist der Rechte König des Reichthumbs und der Gesundheit. Dieses schöne rothe Korn, nehmet nun heraus, und sondert es von dem rothen Pulver, als seinem excremento ab, denn solche seynd in seiner allerreinigsten Wurtzel gesteckt, und hat sie die Kunst und der philosophische Vulcanus vermittelst dieser Natur in dieser Nach-Arbeith per minima darvon geschieden. Nun habt ihr allhier Augenscheinlich zusehen, daß es nicht alles lauter Tinctur wird, was mann in der Nach-Arbeith einsetzet sondern die vollständige Natur scheidet nur 6 F. das allerreinste Quintum esse darvon und läßet die Feces und Sulphura Heterogenea liegen. Solches thut mann hinweg, und hebet die zur Medicin auf, das neue Körnlein aber verwahret als einen hoch theuren Königlichen Schatz, denn es ist das wahrhaffte 5ten esse und Semen auri, das wahre tingirende Gold-Körnlein mit welchem nun unaussprechliches Secretum der Gesundheit und des reichtumbs vermittelst oft wiederholter imbibition congulation zu erkennen und zu erlangen die Feces seynd auch zu etlichen Scheidungen im Feuer zu gebrauchen. Nehmet dieser Eurer empfangenen und jetzo fermentierten Tinctur abermahls einen Teil, und unseres Menstrui universalis 10 Theil, solches mit einander in ein verschloßenes Phiol in das Regiment oder in das Athanor des feuers gethan, und tractirt es auf solche Arth und Weis, wie es bishero geschehen, damit es durch alle farben gehet, und zur bluthrothen Farbe und Fixitaet gelanget, also möget ihr den Tincturam, mit unserm Waßer so oft und vielmahl multipliciren als ihr wollet, denn je öftter die Tinctur de novo wieder damit resolviret und coaguliret wird, je beßer und herrlicher wird sie in Qualitate. Es ist allemahl einerley Composition und Proceß, nur daß die Zeit in jeder neu wiederholter Arbeit immer kürtzer wird und geschwinder als anfänglich zu Ende gehet, und wann ihr es soweit gebracht, so ist es hernach nun Kurtzweil, und Kinderspiel."
g1a1,A1 Höchster Schatz und Kleinod der Welt,15,108,"Derohalben behaltet auch einen Theil der Tinctur zurück zur Multiplication, so könnet ihr immer in den Würcken bleiben, und darf das Werck von fornen nicht wieder angefangen werden. In der Ersten Multiplication bringet ihr die Tinctur 1 Theil auf 10 Theil daß sie tingiret, in der andern auf 100 Theil in der 3ten auf 1000 Theil in der vierten auf 10000 und also consequenter alle und jede Multiplication steigt im tingiren Mercur [CZ: Quecksilber] Jovem [CZ: Zinn] Venerem [CZ: Kupfer] Saturnum [CZ: Blei] im Gold [CZ: Gold] mit 10 höher auf bis in infinitum Sinuun und jeder Multiplikation setzt ihr 10 Theil seines eigenen Universalwassers zu und 1."
g1a1,A1 Höchster Schatz und Kleinod der Welt,16,156,"Theil figirter Tinctur, ein mahl, wie des andern mahl. Diese Tinctur gehört ad medicinam et Corpus humanum in der Zeit damit Mentem zu haben in Corpore sano zu erhalten, Dosis est gran 1, 2, 3 et 4. zum allerhöchsten perse vel in vino. 7 Nehmet der rothen etliche mahl multiplicierten tinctur 1 Loth, des allerbeßten feinsten, und durch das Antimonium 7 mahl gegoßenen und gantz geschmeidigen Goldes 105 Loth [Mariginalie: NB] Das Gold und die Tinctur zusammen in einen guten festen Schmelz-tiegel gethan, und wohl verlutirt, 6 Stundt in einem Windofen fliesen lassen so wird das Gold gantz brüchig und zu einem rothen Rubin-Stein, davon nehmet nach Erhaltung 1 Gran, wickelts in ein rein gelb Wachs und Werfts im Fluß auf ½ lb [CZ: Blei, Quecksilber, Silber, Zinn, Kupfer] und lasset es eine gute Stunde lang zusammenschmeltzen, als denn gießet es aus in ein Zuguß so werdet ihr das allerfeinste Ducaten-Gold haben, in allen Proben beständig."
g1a1,A1 Höchster Schatz und Kleinod der Welt,17,143,"NB Ein philosoph Gran seynd 4 gemein Gran. Nach dieser letzten Corporalischen Fermentation, heist diese Tinctur Lapis philosophorum, und einzig allein, in die Metalle und keinesweges in den Menschlichen Leib gebraucht wird, kann auch nun mehro nicht mehr vermehret werden; derwegen ist allezeit eine Portion davon aufzuheben nöthig, ad multiplicationen, damit in die- sem Stück nicht geirrt wird, ohne diese Fermentation tingirt diese Tinctur nicht, ehe und bevor aber diese Tinctur mit dem Gold fermentirt wird, ist sie die allerhöchste Medicin auf Erden vor alle Kranckheiten, die nur zu finden seyn mögen, solche mit Spiritus Vini Hispanico extrahirt, und wieder als denn allen Spiritum Vini in balneo Mariae bis auf die trockene eines rothen Scharlachpulvers abdestillirt, davon dann 2, 3 bis 4 Gran eingenommen perse, oder in Wein kalt oder warm, curirt nebst göttlicher Hülff alle Kranckheiten, und schmecket gantz süße wie Zucker."
g1a1,A1 Höchster Schatz und Kleinod der Welt,18,100,"Mit dem Spiritu dulci Vitrioli, oder Spiritu Salis Dulci aber extrahirt, und über den Helm destillirt wie ein Blut, dann ist die Tinctur in forma liquida, das allerköstlichste Aurum potabile, darvon 1, 2, 3 bis 4 tropfen eingenommen oder per se aus einem silbernen Löffel geleckt. Obgleich ferner Meldung geschehen, ob wäre die Materia blos im May ( in welchem Monath zwar am besten und in vollen Kräften ) allein zu sammeln so ist das darum geschehen, weilen es auch der beste Monath; allein hat gleiche Maas auch der Junius und Julius das Vermögen mit dem Monath May zu rechnen."
g1a1,A1 Höchster Schatz und Kleinod der Welt,19,198,"Im August ist alle Arbeit umsonst. Es muß jedoch im May, wenigstens Junio, der Platz und Orth wegen den schönen Blumen und Lufft observiret werden. 8 R[ecipe] Von der Mutterlauchen, welche die Salpeter-Sieder aus der Erden auslaugen, und noch kein Saltz, wie zuweilen geschiehet hinein geschmißen, auch von solcher Consistentz seyn, daß wenn mann ein Ey hinein leget, solches oben schwimmet ohngefehr 4 Maas, laßen solche einsieden, bis sie oben ein Häutlein bekommt, alsden thun solche in eine beschlagene Retorte, und destillire den Spiritum und Sal volatile in einen großen vorgelegten Recipienten, zuletzt gebe starck feuer, daß die Retorte erglüe und aller Spiritus und flüchtiges Saltz herüber gehe, als denn laße alles erkalten, und den Spiritum scheide von dem flüchtigen Saltz, und reinige ihn von allen Phlegmate, wie auch das Sal volatile, thue noch einmahl per se sublimiren, diese 2 gereinigte Stück als Spiritum und Saltz, habe jedes a parte wohl auf, das in Capite mortuo zurückgebliebene Sal fixum lauge mit reinem Regenwaßer wohl aus, und laße es anschiesen wenn es noch nicht rein genug so solvire solches wieder auf und filtrire und laß anschießen, so hast du das Sal fixum rein. Die Composition ist fornen zu finden."
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",0,260,"15 21. Feb 1690 Es ist erstlich zu wißen, daß die Erde aller Sachen Saamen, wie auch aller derselben würkung undt tugendt in sich begreiffe, den sie ist daß Subjectum aller himmlischen Strahlen undt einflüße. Sie wirdt auch vom Himmel undt andern Elementen geschwängert, undt ist daß Centrum undt grundt aller Dinge, daraus alles gebohren wirdt, den so sie nach gebührlicher reinigung subtilirt undt unterm freuen Himmel gesezt, wirdt sie alßbaldt von himmlischer würkung und tugendt geschwängert und faecundieret, daß sie von sich selber allerley Kreuter, würmlein, Thierlein, mineralische und metallische funklein herfür bringt, den ihn ihr ist großes geheimnüß, diese soll man mit [CZ: Wasser] undt [CZ: Feuer] von ihrer unsauberkeit reinigen, ihre 3 gereinigte Principia wieder zusammen setzen, damit Philosophischer weise, alß folgen wirdt procediren: In obgedachter erden, sindt 3 unterschiedliche Salia ver borgen, erstlich ein Philosophisches [CZ: Salpeter], so in der lufft, durch der Sonnen und Mondt strahlen undt andere sternen empfangen, denn je mehr und hizziger der Sonnen undt Sternen strahlen schießen, je mehr centralischer [CZ: Salpeter] gebohren wirdt: zum andern ist der himmlische unsichtbahre geist der Natur, nemlich der Spiritus Mundj in einem flüchtigen [CZ: Salz], in dieser Jungfräulichen Erden verborgen, undt lezlich ist ein fixes [CZ: Salz], alß ein receptaculum der vorigen beyden von Gott eingepflanzet, daß also alle 3 Salia in dieser Erden verborgen liegen, welche folgender Maßen heraußzubringen. [Recipe] der rechten Erden, so von der Sonnen, Mondt undt Sternen genugsam impraegnirt ist, q.v. theile sie in zwey gleiche theile, undt dieß geschieht darumb, daß man der Natur ihr gewiß gewicht wiedergeben könne."
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",1,68,"Denn auß einem theil wirdt der Philosophische [CZ: Salpeter], auß dem andern das flüchtige Salz, wie auch das fixe Salz gezogen, durch diesen weg kan man im gewicht nicht leichtlich irren, welches sonsten so man auß einem alleine diese 3 Salia ziehen will leichtlich geschehen könnte. NB In böheimb eine halbe meile bey Camenthau in einem dorfe wirdt ein bolus gegraben, welcher von den Astris stattlich impraegnirt ist."
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",2,302,"Diese erste arbeit, wirdt nicht anders, den durch Sieden, filtrieren, evaporiren und schießen alß die Salpeter sieder gebrauchen, volbracht, es muß aber solches aufs höchste gereiniget werden, also daß der [CZ: Salpeter], auf der höchsten Diaphanität erscheinet, undt gleichsam alß ein Christall werde, wen solches geschehen, so nimb seine hinterstellige terram, laß diesselbe 3 oder 4 mahl wohl durchglühen, damit nichts flüchtiges mehr in ihr sey, undt nimb zu 1 theil [CZ: Salpeter] 3 theil der Erden wohl unter einander gemengt, ( doch soll man deß [CZ: Salpeter] auf ein mahl über 1 ½ lb undt der Erden 4 12 lb nicht einsezen) distillirs per retortam, undt schlage 2 lb distillirt regen [CZ: Wasser] in recipienten vor, so werden die Spiritus gantz roth herüber gehen, davon ziehe das Phlegma per M.B. undt rectificir den Spiritum in arena, den verwahr gar wohl in einem weiten glaß, an einem kalten ort. [Recipe] 6 lb frischer Erden, distillire solche per retortam, so wirdt mit dem Spiritu ein flüchtiges [CZ: Salz] herüber gehen, undt sich anlegen NB in diesem Labore darff man keinen liquorem in recipienten vorschlagen, undt solches distilliren, mustu so offt wieder hohlen, biß die andere Hälfte der Erden ganz verbraucht worden, undt sollen alle [CZ: Caput] mortua oder residua fleißig zur extraction deß Salis fixi aufgehoben werden, die destillationes dephlegmir in M.B. undt rectificir den Spiritum in Cinere ( dieser Spiritus gehoret zum werke nicht, kan besonders aufgehoben werden) daß [CZ: Salpeter] so in fundo blieben, sublimir mit starkem [CZ: Feuer] undt solches repetir zum andern mahl, undt verwahr es alßden wohl vor der Lufft damit sichs nicht resolvire. [Recipe] die vorige Terram, calcinir selbige im töpfer offen gar wohl, extrahir darauß per aquam destillatam sein [CZ: Salz] fixum, daß muß durch vielfaltig solviren, filtririeren undt coaguliren gantz rein und christallisch gemacht werden."
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",3,290,"Daß fixe und volatilische [CZ: Salz] zusammen geuß gemachsam den Spiritum [CZ: Salz] darüber, so wirdt sichs uniren undt zum [CZ: Wasser] werdten, dieses ist [CZ: Quecksilber] triumphans Philosophorus, undt menstruum universale mit welchen alle metalla undt Gemmae können aufgeschlossen werden. [Recipe] Menstrui huius Philosophici partes decem, darein thue selbst gewachßen [CZ: Gold] p.1 so wirdts alsbaldt aufgelöset werden, laß über nacht stehen so wirdt sich eine erde sezen, die filtriere davon, undt sez die Solution in eine Phiolen in die innerste Kugel deß Athanoris. 16 Es sindt im Athanore 3 Kugeln, die erste und gröste, die 2te oben auf voller löcher, damit der dampf durchtringen möchten, die 3te ist von Eichen Holz, in dieser geschieht die Putrefaction im vaporischen [CZ: Feuer] undt muß in der ersten Kugel allzeit [CZ: Wasser] seyn, weil die putrefaction wehret, welches in 40 oder 45 tagen verrichtet wird, darnach thut man die höltzerne Kugel hinweg, undt sezt daß glaß in die gelöcherte Kugel, so mit aschen gefüllet, daß die Hitze sey, daß man kan einen finger drinnen erleyden, so werden innerhalb 50 tagen farben darinnen erscheinen, darnach seze dein glaß in die große eußte Kugel, so mit Sande gefüllet sein soll, biß an die Materia, so wirdt in 50 tagen eine weiße erscheinen, fahre fort in grad deß [CZ: Feuer] biß es gelbe wirdt, welches in 30 tagen geschieht, lezlich seze daß glaß zu unterst in Sandt, undt treibe fort, biß es roth wirdt undt in der mitten sich ein klein rubinroth körnlein erzeiget, ohngefehr einer linsen groß, daßelbe habe man in gutter acht denn es deß goldes Saamen ist, daß rothe Pulver, so da herum lieget, thut man hinweg, den es zum werke nicht dienet, daß körnlein behalt allein, undt procedir wie folget."
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",4,270,"Nim daß rothe Körnlein, welches daß rechte philosophische lebendige [CZ: Gold] ist, wiege es genau, und thue darzu 10 mahl so viel deß philosophischen menstrui in eine kleine Phiol, daß 2 theil leer stehen, siggilirs Hermetice, undt procedire im Athanore wie folget. Erstlich thue daß glaß in die eicherne Kugel undt verfahre damit wie in der ersten operation so wirdt innerhalb 40 oder 45 tagen eine schwärze erscheinen, alßdann thue die hölzerne Kugel hinweg, undt seze daß glaß in die löcherichte kugel in die aschen, wie anfangs geschehen, so werden sich in 100 tagen allerhandt farben sehen laßen, so seze alß dann daß glaß in Sandt in die gröste Kugel, so wirdts in 50 tagen weiß, procedir biß auf die gelbe die in 30 tagen folgt, dann sez daß glaß zu unterst in Sandt, biß es durchsichtig roth wird, welches in 40 tagen geschieht, solches versuch auf einen glühenden [CZ: Silber]blech, obs fleust ohne rauch, wo nicht so mustu es noch baß figiren. Nimb 1 theil des rothen pulffers undt 10 theil menstrui, sez es ein, so wirdt in 3 tagen in der eichen kugel die schwärze, undt in 3 tagen in der aschen die Colores biß auf die grüne sich sehen laßen, undt lezlichen in der ersten kugel im Sandt in 3 tagen roth werden man mag solches zu zwey oder mehr mahlen multipliciren, der ersten Tinctur transmutirt 1 theil 10 theil [CZ: Quecksilber]y in [CZ: Gold], die andere 1000, die dritte 1000, die vierte 10000, biß auf 100000 p. Auch soll man stets ein theil zur Augmentation zurück behalten, damit nicht daß werk von neuen müße angefangen werden."
